date,lux1,lux2,lux3,lux4,weather_condition,season,lux_diff_1_2,lux_ratio_1_3,lux1_moving_avg,lux1_weather_interaction,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-08-15,837,362,298,791,2,1,475,2.8087248322147653,834.3333333333334,1674,18,13,39,21,0,61,21,1,10
2024-08-15,905,179,402,466,1,0,726,2.2512437810945274,868.3333333333334,905,88,4,38,2,68,90,56,54,71
2024-08-15,405,499,426,940,0,1,-94,0.9507042253521126,715.6666666666666,0,46,40,51,78,72,53,88,14,89
2024-08-15,197,863,253,842,1,0,-666,0.7786561264822134,502.3333333333333,197,21,39,31,98,36,44,2,63,65
2024-08-15,949,708,651,649,1,1,241,1.4577572964669738,517.0,949,74,33,72,46,82,48,29,99,27
2024-08-15,897,359,744,681,0,1,538,1.2056451612903225,681.0,0,32,79,26,37,71,98,87,68,59
2024-08-15,434,871,504,215,1,1,-437,0.8611111111111112,760.0,434,31,44,51,32,95,68,44,14,9
2024-08-15,958,714,561,338,2,0,244,1.7076648841354725,763.0,1916,63,70,96,77,12,37,35,42,49
2024-08-15,534,651,231,434,0,1,-117,2.311688311688312,642.0,0,84,79,62,47,83,3,86,73,38
2024-08-15,546,884,890,540,2,0,-338,0.6134831460674157,679.3333333333334,1092,38,70,73,64,99,16,71,16,36
2024-08-15,407,200,973,247,0,1,207,0.4182939362795478,495.6666666666667,0,83,26,62,25,42,52,63,97,62
2024-08-15,348,458,183,108,2,1,-110,1.901639344262295,433.6666666666667,696,71,77,16,7,36,84,53,23,60
2024-08-15,265,479,498,387,2,1,-214,0.5321285140562249,340.0,530,41,77,48,49,93,52,67,73,84
2024-08-15,580,919,853,487,1,1,-339,0.6799531066822978,397.6666666666667,580,8,43,99,79,73,30,49,29,91
2024-08-15,434,320,727,149,2,1,114,0.5969738651994498,426.3333333333333,868,24,32,80,37,94,21,30,66,37
2024-08-16,641,919,208,949,1,0,-278,3.081730769230769,551.6666666666666,641,88,32,81,9,24,10,28,50,32
2024-08-16,858,519,320,616,0,0,339,2.68125,644.3333333333334,0,96,43,22,41,92,33,58,59,74
2024-08-16,205,223,652,954,2,0,-18,0.31441717791411045,568.0,410,1,19,97,36,87,14,35,2,44
2024-08-16,662,521,467,737,2,1,141,1.417558886509636,575.0,1324,18,35,71,25,20,9,76,4,43
2024-08-16,180,330,246,686,0,1,-150,0.7317073170731707,349.0,0,19,6,12,91,40,95,72,27,0
2024-08-16,232,789,211,776,0,0,-557,1.099526066350711,358.0,0,92,31,22,11,72,52,84,77,52
2024-08-16,896,162,714,377,2,1,734,1.2549019607843137,436.0,1792,69,66,56,83,41,47,66,10,46
2024-08-16,999,584,657,935,0,1,415,1.5205479452054795,709.0,0,16,38,61,48,41,30,88,71,32
2024-08-16,237,727,593,399,1,1,-490,0.3996627318718381,710.6666666666666,237,88,92,53,13,1,36,88,71,66
2024-08-16,283,802,604,901,0,0,-519,0.4685430463576159,506.3333333333333,0,67,23,19,45,67,27,75,75,89
2024-08-16,500,673,574,688,0,0,-173,0.8710801393728222,340.0,0,93,85,85,34,7,30,92,14,14
2024-08-16,429,867,935,909,2,0,-438,0.4588235294117647,404.0,858,83,69,51,28,95,69,10,82,13
2024-08-16,884,582,989,748,1,0,302,0.8938321536905965,604.3333333333334,884,2,87,22,11,60,13,10,47,22
2024-08-16,607,618,370,717,0,0,-11,1.6405405405405404,640.0,0,86,86,34,81,13,86,25,45,53
2024-08-16,951,254,520,706,1,1,697,1.8288461538461538,814.0,951,50,53,66,43,76,15,52,27,7
2024-08-16,168,191,996,234,1,1,-23,0.1686746987951807,575.3333333333334,168,81,37,33,65,20,24,13,6,53
2024-08-16,645,625,806,679,1,1,20,0.8002481389578163,588.0,645,25,73,32,1,23,38,63,70,35
2024-08-16,873,554,466,246,2,1,319,1.8733905579399142,562.0,1746,55,79,45,58,49,65,79,93,83
2024-08-16,152,840,379,589,0,0,-688,0.40105540897097625,556.6666666666666,0,99,74,80,16,81,37,9,81,51
2024-08-16,549,697,382,577,2,0,-148,1.4371727748691099,524.6666666666666,1098,63,31,44,9,44,40,30,87,5
2024-08-16,304,744,139,258,0,1,-440,2.1870503597122304,335.0,0,7,44,18,17,63,97,94,5,96
2024-08-16,225,609,288,483,0,0,-384,0.78125,359.3333333333333,0,80,60,93,21,63,39,35,57,27
2024-08-17,846,282,263,262,2,1,564,3.216730038022814,458.3333333333333,1692,94,69,86,82,25,63,9,67,49
2024-08-17,142,485,635,540,1,1,-343,0.22362204724409449,404.3333333333333,142,36,87,14,57,31,88,25,54,37
2024-08-17,851,673,635,952,1,1,178,1.3401574803149607,613.0,851,96,96,77,52,56,99,19,66,29
2024-08-17,982,830,103,288,0,1,152,9.533980582524272,658.3333333333334,0,26,52,65,0,52,15,43,48,80
2024-08-17,210,504,934,514,2,0,-294,0.22483940042826553,681.0,420,44,50,38,87,32,81,61,50,72
2024-08-17,860,345,389,438,1,1,515,2.210796915167095,684.0,860,3,75,17,60,51,76,72,58,91
2024-08-17,762,841,532,706,1,0,-79,1.4323308270676691,610.6666666666666,762,85,55,69,99,94,58,78,5,53
2024-08-17,282,690,570,280,0,1,-408,0.49473684210526314,634.6666666666666,0,89,26,58,88,17,90,8,89,70
2024-08-17,947,760,280,387,0,1,187,3.382142857142857,663.6666666666666,0,95,37,31,99,34,97,70,50,45
2024-08-17,194,749,347,933,2,1,-555,0.5590778097982709,474.3333333333333,388,87,61,20,30,11,10,89,37,27
2024-08-17,473,570,727,286,0,1,-97,0.6506189821182944,538.0,0,98,17,39,30,50,0,23,10,16
2024-08-17,619,925,378,983,1,0,-306,1.6375661375661377,428.6666666666667,619,36,63,91,65,88,12,11,51,47
2024-08-17,999,987,976,237,1,1,12,1.0235655737704918,697.0,999,95,76,26,18,94,29,59,92,43
2024-08-17,459,522,680,229,1,0,-63,0.675,692.3333333333334,459,70,29,1,52,9,68,83,19,59
2024-08-17,999,164,962,293,1,1,835,1.0384615384615385,819.0,999,32,48,96,75,51,17,77,9,59
2024-08-17,795,112,353,415,2,1,683,2.2521246458923514,751.0,1590,30,40,79,73,33,77,85,25,4
2024-08-17,380,312,280,884,2,1,68,1.3571428571428572,724.6666666666666,760,54,12,38,94,66,12,15,47,68
2024-08-17,294,341,929,963,0,0,-47,0.31646932185145316,489.6666666666667,0,11,33,85,21,38,31,28,90,77
2024-08-17,963,592,780,243,0,1,371,1.2346153846153847,545.6666666666666,0,10,99,55,22,7,70,31,13,69
2024-08-17,294,312,924,115,0,1,-18,0.3181818181818182,517.0,0,87,93,12,86,95,71,82,99,6
2024-08-17,766,792,608,401,2,1,-26,1.2598684210526316,674.3333333333334,1532,71,24,55,14,28,49,34,58,52
2024-08-17,192,437,860,522,1,1,-245,0.22325581395348837,417.3333333333333,192,31,65,65,25,21,70,42,11,16
2024-08-18,771,272,799,344,0,1,499,0.9649561952440551,576.3333333333334,0,56,99,77,2,83,79,95,22,58
2024-08-18,160,771,665,206,1,0,-611,0.24060150375939848,374.3333333333333,160,37,17,55,86,69,30,52,84,8
2024-08-18,733,263,425,187,0,0,470,1.724705882352941,554.6666666666666,0,59,4,27,19,60,50,19,71,94
2024-08-18,150,564,456,228,0,1,-414,0.32894736842105265,347.6666666666667,0,85,18,63,39,42,26,83,38,21
2024-08-18,502,596,924,986,0,1,-94,0.5432900432900433,461.6666666666667,0,97,41,70,38,48,59,7,8,44
2024-08-18,888,799,749,440,0,0,89,1.185580774365821,513.3333333333334,0,18,17,81,71,28,32,98,87,72
2024-08-18,104,494,779,103,0,1,-390,0.13350449293966624,498.0,0,83,31,63,17,80,52,41,94,58
2024-08-18,565,802,490,426,1,0,-237,1.153061224489796,519.0,565,55,20,55,40,30,92,76,24,79
2024-08-18,703,407,714,509,0,1,296,0.9845938375350141,457.3333333333333,0,13,9,40,69,52,71,69,16,99
2024-08-18,781,867,184,978,1,1,-86,4.244565217391305,683.0,781,32,36,99,26,33,32,15,41,97
2024-08-18,928,282,416,405,2,0,646,2.230769230769231,804.0,1856,9,48,40,99,37,40,68,28,12
2024-08-18,633,728,311,706,0,1,-95,2.035369774919614,780.6666666666666,0,79,85,99,14,56,18,52,59,82
2024-08-18,504,893,614,820,1,0,-389,0.8208469055374593,688.3333333333334,504,63,12,3,36,3,84,44,66,11
2024-08-18,937,609,483,324,2,0,328,1.939958592132505,691.3333333333334,1874,63,54,56,57,1,40,50,84,35
2024-08-18,612,807,790,447,2,0,-195,0.7746835443037975,684.3333333333334,1224,61,16,29,4,11,84,97,56,9
2024-08-18,744,645,441,420,2,1,99,1.6870748299319729,764.3333333333334,1488,67,8,87,72,34,88,5,71,15
2024-08-18,332,663,914,658,1,0,-331,0.36323851203501095,562.6666666666666,332,90,87,83,6,69,41,32,13,91
2024-08-18,623,723,943,280,0,0,-100,0.6606574761399788,566.3333333333334,0,91,43,45,40,71,22,78,38,18
2024-08-18,445,863,137,717,0,1,-418,3.2481751824817517,466.6666666666667,0,42,77,55,83,20,74,14,15,5
2024-08-18,145,693,610,810,1,1,-548,0.23770491803278687,404.3333333333333,145,79,45,30,9,60,32,13,17,3
2024-08-18,645,843,519,485,0,1,-198,1.2427745664739884,411.6666666666667,0,58,7,87,61,34,19,38,94,29
2024-08-18,177,326,850,717,1,1,-149,0.20823529411764705,322.3333333333333,177,51,36,6,25,47,24,62,74,94
2024-08-19,829,844,268,891,0,1,-15,3.093283582089552,550.3333333333334,0,96,18,89,67,14,89,4,19,45
2024-08-19,912,832,442,871,2,1,80,2.063348416289593,639.3333333333334,1824,18,62,76,23,70,51,89,45,26
2024-08-19,172,535,925,207,0,0,-363,0.18594594594594593,637.6666666666666,0,20,91,53,77,14,11,80,44,44
2024-08-19,893,521,405,630,1,1,372,2.2049382716049384,659.0,893,21,45,7,40,5,31,51,3,84
2024-08-19,348,653,641,509,1,0,-305,0.5429017160686428,471.0,348,8,93,54,64,80,32,15,83,36
2024-08-19,146,120,801,395,2,1,26,0.1822721598002497,462.3333333333333,292,8,70,68,16,67,73,98,94,8
2024-08-19,220,653,968,917,1,0,-433,0.22727272727272727,238.0,220,72,25,43,23,21,67,37,19,60
2024-08-19,313,496,636,270,0,0,-183,0.4921383647798742,226.33333333333334,0,26,45,12,26,31,14,52,10,34
2024-08-19,338,724,211,430,0,1,-386,1.6018957345971565,290.3333333333333,0,16,45,92,6,21,50,86,64,46
2024-08-19,155,204,510,592,2,1,-49,0.30392156862745096,268.6666666666667,310,43,74,19,72,26,5,76,17,20
2024-08-19,449,291,305,294,1,0,158,1.4721311475409835,314.0,449,44,13,77,98,14,90,96,38,16
2024-08-19,206,116,284,111,2,1,90,0.7253521126760564,270.0,412,7,84,31,11,43,68,92,43,54
2024-08-19,930,219,481,294,0,1,711,1.9334719334719335,528.3333333333334,0,79,62,59,84,85,68,52,96,87
2024-08-19,147,492,595,589,2,0,-345,0.24705882352941178,427.6666666666667,294,17,71,49,2,91,81,45,99,94
2024-08-19,672,524,478,894,1,0,148,1.405857740585774,583.0,672,32,2,26,78,8,91,97,17,5
2024-08-19,436,228,146,980,2,0,208,2.9863013698630136,418.3333333333333,872,0,27,24,84,33,34,97,46,34
2024-08-19,125,229,985,281,1,1,-104,0.12690355329949238,411.0,125,75,28,51,9,99,85,90,30,49
2024-08-19,903,671,839,916,1,1,232,1.0762812872467222,488.0,903,5,86,67,32,72,33,14,98,36
2024-08-19,356,659,650,755,0,1,-303,0.5476923076923077,461.3333333333333,0,40,17,20,45,14,62,58,38,12
2024-08-19,107,128,627,997,0,1,-21,0.17065390749601275,455.3333333333333,0,54,34,17,58,61,67,49,37,24
2024-08-19,724,196,603,415,0,0,528,1.2006633499170813,395.6666666666667,0,4,76,38,51,44,17,8,78,95
2024-08-19,966,109,121,793,1,1,857,7.983471074380165,599.0,966,58,75,14,5,83,25,25,46,0
2024-08-20,352,341,312,129,2,0,11,1.1282051282051282,680.6666666666666,704,79,46,52,1,71,85,2,69,48
2024-08-20,791,925,409,695,1,1,-134,1.9339853300733496,703.0,791,17,4,37,28,57,96,99,7,34
2024-08-20,818,331,760,777,0,1,487,1.0763157894736841,653.6666666666666,0,48,74,47,39,91,60,46,85,82
2024-08-20,402,888,852,895,0,0,-486,0.47183098591549294,670.3333333333334,0,81,58,51,96,18,77,4,64,52
2024-08-20,738,383,371,892,2,1,355,1.9892183288409704,652.6666666666666,1476,64,74,87,60,15,94,61,12,51
2024-08-20,155,814,670,195,0,1,-659,0.23134328358208955,431.6666666666667,0,82,58,71,67,74,73,83,54,53
2024-08-20,825,858,898,480,0,0,-33,0.9187082405345212,572.6666666666666,0,53,46,27,67,7,87,83,87,75
2024-08-20,625,901,301,877,0,1,-276,2.0764119601328903,535.0,0,60,94,84,28,32,84,4,84,46
2024-08-20,573,875,131,543,2,0,-302,4.374045801526718,674.3333333333334,1146,7,94,15,61,73,47,9,42,42
2024-08-20,127,825,542,397,1,0,-698,0.23431734317343172,441.6666666666667,127,2,12,15,59,17,71,79,3,19
2024-08-20,177,299,261,907,0,0,-122,0.6781609195402298,292.3333333333333,0,24,77,34,83,34,95,62,70,32
2024-08-20,315,178,866,836,2,0,137,0.36374133949191684,206.33333333333334,630,68,88,16,40,42,30,24,59,92
2024-08-20,485,954,353,944,0,1,-469,1.3739376770538243,325.6666666666667,0,54,32,72,86,49,33,43,11,15
2024-08-20,464,955,620,460,2,1,-491,0.7483870967741936,421.3333333333333,928,39,96,98,81,2,86,24,58,77
2024-08-20,765,272,750,473,0,1,493,1.02,571.3333333333334,0,82,61,51,88,90,88,29,76,6
2024-08-20,625,566,579,653,2,0,59,1.079447322970639,618.0,1250,81,78,92,64,58,6,13,53,69
2024-08-20,798,680,109,402,0,1,118,7.321100917431193,729.3333333333334,0,49,15,81,63,27,82,85,43,20
2024-08-20,411,515,825,520,1,1,-104,0.49818181818181817,611.3333333333334,411,94,43,11,78,45,6,42,15,35
2024-08-20,982,548,604,345,0,1,434,1.6258278145695364,730.3333333333334,0,32,57,82,62,63,46,27,5,85
2024-08-20,106,186,884,819,2,1,-80,0.11990950226244344,499.6666666666667,212,17,5,47,97,69,7,93,13,53
2024-08-20,102,200,935,336,0,0,-98,0.10909090909090909,396.6666666666667,0,56,88,21,47,46,77,18,57,18
2024-08-20,722,107,659,633,1,0,615,1.0955993930197268,310.0,722,15,14,48,19,13,0,41,30,24
2024-08-21,849,944,535,284,0,1,-95,1.5869158878504672,557.6666666666666,0,79,3,51,36,6,76,19,99,66
2024-08-21,462,299,210,567,2,0,163,2.2,677.6666666666666,924,37,55,78,63,73,2,98,40,99
2024-08-21,850,604,252,853,2,1,246,3.373015873015873,720.3333333333334,1700,40,63,0,90,78,52,85,34,52
2024-08-21,607,186,734,462,1,1,421,0.8269754768392371,639.6666666666666,607,6,67,65,85,30,91,78,9,97
2024-08-21,373,142,968,382,2,1,231,0.3853305785123967,610.0,746,77,93,63,4,92,37,10,80,74
2024-08-21,605,484,201,652,0,0,121,3.009950248756219,528.3333333333334,0,52,33,7,33,80,50,53,29,47
2024-08-21,905,720,852,435,0,1,185,1.062206572769953,627.6666666666666,0,62,90,85,38,50,14,97,43,41
2024-08-21,838,534,932,261,0,0,304,0.8991416309012875,782.6666666666666,0,88,94,24,66,28,99,23,54,46
2024-08-21,982,507,290,259,2,0,475,3.386206896551724,908.3333333333334,1964,31,55,65,80,14,66,69,70,90
2024-08-21,114,582,828,573,0,1,-468,0.13768115942028986,644.6666666666666,0,37,31,72,61,89,63,16,17,41
2024-08-21,291,763,662,700,0,0,-472,0.4395770392749245,462.3333333333333,0,21,8,72,87,75,67,27,82,1
2024-08-21,730,116,903,421,0,0,614,0.8084163898117387,378.3333333333333,0,15,62,76,23,24,4,49,78,5
2024-08-21,584,744,180,111,1,1,-160,3.2444444444444445,535.0,584,51,71,69,2,60,89,94,85,45
2024-08-21,127,247,588,523,2,0,-120,0.21598639455782312,480.3333333333333,254,28,77,93,70,40,88,99,38,65
2024-08-21,813,376,994,172,2,0,437,0.817907444668008,508.0,1626,15,32,78,88,68,9,54,41,80
2024-08-21,138,331,187,687,2,1,-193,0.7379679144385026,359.3333333333333,276,75,86,50,66,3,7,72,53,39
2024-08-21,372,925,293,957,1,1,-553,1.2696245733788396,441.0,372,16,20,52,78,56,11,9,29,57
2024-08-21,330,465,203,300,2,0,-135,1.625615763546798,280.0,660,63,54,14,92,30,63,20,19,77
2024-08-21,185,327,882,621,1,1,-142,0.20975056689342403,295.6666666666667,185,90,75,49,49,2,58,57,95,73
2024-08-21,573,750,195,963,1,1,-177,2.9384615384615387,362.6666666666667,573,88,56,70,28,66,66,33,41,32
2024-08-21,225,535,522,604,2,0,-310,0.43103448275862066,327.6666666666667,450,12,1,74,73,89,90,94,88,61
2024-08-21,911,498,990,837,0,0,413,0.9202020202020202,569.6666666666666,0,71,12,37,31,49,49,92,86,11
2024-08-22,636,310,297,787,0,1,326,2.1414141414141414,590.6666666666666,0,55,3,39,86,16,22,42,4,95
2024-08-22,244,490,100,887,2,0,-246,2.44,597.0,488,4,83,65,38,59,39,10,49,48
2024-08-22,624,598,506,138,2,1,26,1.233201581027668,501.3333333333333,1248,11,49,38,8,73,96,32,40,87
2024-08-22,311,639,477,159,1,1,-328,0.6519916142557652,393.0,311,40,47,73,13,65,77,57,93,77
2024-08-22,124,662,266,677,2,0,-538,0.46616541353383456,353.0,248,2,77,16,67,87,86,45,38,4
2024-08-22,679,590,608,420,1,0,89,1.1167763157894737,371.3333333333333,679,98,29,6,63,74,94,60,56,50
2024-08-22,493,541,737,534,2,1,-48,0.6689280868385346,432.0,986,32,28,38,19,23,76,61,90,68
2024-08-22,166,360,412,735,0,1,-194,0.4029126213592233,446.0,0,85,7,67,27,98,75,0,56,31
2024-08-22,332,872,692,775,0,1,-540,0.4797687861271676,330.3333333333333,0,49,11,34,13,86,98,20,36,48
2024-08-22,208,449,517,507,2,1,-241,0.402321083172147,235.33333333333334,416,55,40,50,43,31,17,61,6,96
2024-08-22,245,451,862,485,1,0,-206,0.2842227378190255,261.6666666666667,245,8,25,46,97,86,20,63,4,59
2024-08-22,210,619,780,770,0,1,-409,0.2692307692307692,221.0,0,81,49,35,76,97,0,86,78,45
2024-08-22,327,419,576,668,1,0,-92,0.5677083333333334,260.6666666666667,327,49,1,63,94,18,37,72,50,67
2024-08-22,210,237,172,177,2,0,-27,1.2209302325581395,249.0,420,28,54,94,96,65,40,55,7,93
2024-08-22,569,649,240,293,2,1,-80,2.370833333333333,368.6666666666667,1138,38,55,88,38,59,41,0,55,40
2024-08-22,133,722,681,384,0,0,-589,0.19530102790014683,304.0,0,90,13,12,27,65,8,20,72,80
2024-08-22,722,467,361,626,2,0,255,2.0,474.6666666666667,1444,99,5,17,63,14,22,21,10,66
2024-08-22,875,319,439,623,0,1,556,1.9931662870159452,576.6666666666666,0,44,94,20,88,84,77,53,21,12
2024-08-22,468,436,407,712,1,0,32,1.1498771498771498,688.3333333333334,468,16,80,64,31,34,10,3,97,99
2024-08-22,847,322,344,255,0,0,525,2.4622093023255816,730.0,0,55,88,99,8,68,70,64,98,17
2024-08-22,694,747,614,439,0,1,-53,1.1302931596091206,669.6666666666666,0,97,60,7,27,26,30,50,76,86
2024-08-22,653,867,436,224,1,1,-214,1.4977064220183487,731.3333333333334,653,45,95,47,94,87,87,73,10,98
2024-08-23,524,459,674,970,0,1,65,0.7774480712166172,623.6666666666666,0,66,11,84,16,6,25,62,59,96
2024-08-23,712,428,660,379,0,1,284,1.0787878787878789,629.6666666666666,0,68,12,42,86,5,29,14,95,50
2024-08-23,617,562,175,721,2,1,55,3.525714285714286,617.6666666666666,1234,13,18,52,76,32,33,35,14,35
2024-08-23,791,660,979,945,1,1,131,0.8079673135852911,706.6666666666666,791,66,43,84,54,57,45,28,37,80
2024-08-23,381,903,274,968,0,1,-522,1.3905109489051095,596.3333333333334,0,22,88,26,9,48,68,51,0,33
2024-08-23,419,481,208,757,1,0,-62,2.014423076923077,530.3333333333334,419,93,94,18,79,16,4,45,45,11
2024-08-23,837,935,282,827,1,0,-98,2.9680851063829787,545.6666666666666,837,60,58,22,5,41,60,68,87,4
2024-08-23,542,689,291,773,0,1,-147,1.8625429553264605,599.3333333333334,0,22,36,49,47,93,82,28,42,47
2024-08-23,414,716,164,227,2,0,-302,2.524390243902439,597.6666666666666,828,26,24,50,74,71,37,46,21,90
2024-08-23,976,268,948,413,1,0,708,1.029535864978903,644.0,976,53,15,42,66,39,27,90,2,39
2024-08-23,840,316,573,431,0,1,524,1.4659685863874345,743.3333333333334,0,9,37,98,91,45,25,24,13,12
2024-08-23,476,477,882,249,1,0,-1,0.5396825396825397,764.0,476,88,42,50,40,70,60,79,1,25
2024-08-23,388,218,199,553,2,1,170,1.949748743718593,568.0,776,76,86,68,78,69,22,15,60,13
2024-08-23,536,289,643,135,2,0,247,0.833592534992224,466.6666666666667,1072,15,13,40,59,67,45,99,31,95
2024-08-23,761,866,963,784,2,1,-105,0.7902388369678089,561.6666666666666,1522,40,5,71,76,0,29,88,37,10
2024-08-23,376,469,227,519,0,0,-93,1.6563876651982379,557.6666666666666,0,97,88,10,41,78,66,40,96,37
2024-08-23,809,877,551,121,0,0,-68,1.4682395644283122,648.6666666666666,0,54,22,79,80,94,91,64,45,79
2024-08-23,681,248,468,305,2,0,433,1.455128205128205,622.0,1362,60,59,87,70,88,32,68,41,56
2024-08-23,602,775,950,738,0,1,-173,0.6336842105263157,697.3333333333334,0,85,11,84,27,96,2,19,5,21
2024-08-23,723,751,142,947,2,0,-28,5.091549295774648,668.6666666666666,1446,80,12,51,12,51,68,68,40,15
2024-08-23,615,958,983,455,0,0,-343,0.6256358087487284,646.6666666666666,0,86,99,22,80,34,82,35,24,76
2024-08-23,449,587,518,539,2,1,-138,0.8667953667953668,595.6666666666666,898,99,97,48,14,68,41,92,97,75
2024-08-24,942,869,587,828,1,1,73,1.604770017035775,668.6666666666666,942,48,5,37,35,4,61,97,10,81
2024-08-24,545,473,177,195,2,0,72,3.07909604519774,645.3333333333334,1090,72,62,46,91,99,57,57,40,28
2024-08-24,929,880,925,263,2,0,49,1.0043243243243243,805.3333333333334,1858,51,37,71,14,16,56,47,70,81
2024-08-24,449,792,900,247,0,0,-343,0.4988888888888889,641.0,0,1,49,6,74,52,0,81,56,1
2024-08-24,706,259,369,629,0,0,447,1.9132791327913279,694.6666666666666,0,95,51,65,55,51,72,1,45,53
2024-08-24,763,450,773,393,0,1,313,0.9870633893919794,639.3333333333334,0,49,39,93,94,13,59,79,85,1
2024-08-24,922,387,800,294,0,0,535,1.1525,797.0,0,85,7,76,3,28,68,28,47,2
2024-08-24,236,387,858,762,0,0,-151,0.27505827505827507,640.3333333333334,0,42,60,61,98,7,58,96,62,92
2024-08-24,858,991,999,579,0,1,-133,0.8588588588588588,672.0,0,76,7,86,97,97,45,15,38,55
2024-08-24,998,325,827,976,1,0,673,1.2067714631197097,697.3333333333334,998,7,96,28,51,0,33,34,9,71
2024-08-24,342,622,414,222,2,0,-280,0.8260869565217391,732.6666666666666,684,58,33,37,90,28,96,61,84,10
2024-08-24,642,621,950,499,2,0,21,0.6757894736842105,660.6666666666666,1284,64,78,83,9,35,24,80,69,75
2024-08-24,139,882,988,798,2,1,-743,0.14068825910931174,374.3333333333333,278,80,99,32,93,50,41,3,64,31
2024-08-24,328,372,267,551,1,1,-44,1.2284644194756553,369.6666666666667,328,11,59,28,44,36,28,67,97,3
2024-08-24,647,501,438,760,2,0,146,1.4771689497716896,371.3333333333333,1294,3,56,78,83,92,24,50,58,8
2024-08-24,322,282,292,203,1,0,40,1.1027397260273972,432.3333333333333,322,76,98,22,28,68,53,88,77,87
2024-08-24,105,764,552,854,1,1,-659,0.19021739130434784,358.0,105,94,45,2,52,52,72,32,35,55
2024-08-24,421,587,382,561,1,0,-166,1.1020942408376964,282.6666666666667,421,40,21,92,28,95,66,77,26,15
2024-08-24,567,926,435,842,2,0,-359,1.303448275862069,364.3333333333333,1134,6,86,44,22,51,14,23,72,80
2024-08-24,831,945,489,817,1,1,-114,1.6993865030674846,606.3333333333334,831,86,39,7,56,87,3,74,54,85
2024-08-24,174,223,624,809,2,1,-49,0.27884615384615385,524.0,348,87,44,85,49,82,37,24,69,70
2024-08-24,103,725,339,495,2,1,-622,0.30383480825958703,369.3333333333333,206,68,54,28,20,11,19,27,94,9
2024-08-25,946,889,931,436,0,0,57,1.016111707841031,407.6666666666667,0,68,50,1,42,51,22,6,80,92
2024-08-25,745,513,582,698,0,0,232,1.2800687285223367,598.0,0,80,85,49,9,0,36,35,52,35
2024-08-25,217,824,758,241,1,0,-607,0.2862796833773087,636.0,217,29,4,64,75,6,61,9,59,23
2024-08-25,980,271,815,416,1,0,709,1.2024539877300613,647.3333333333334,980,72,94,19,29,16,7,35,60,63
2024-08-25,705,387,691,810,2,1,318,1.020260492040521,634.0,1410,5,12,51,50,97,36,94,35,55
2024-08-25,603,534,990,657,1,0,69,0.6090909090909091,762.6666666666666,603,88,27,84,32,42,44,82,84,77
2024-08-25,673,785,654,899,1,0,-112,1.029051987767584,660.3333333333334,673,18,83,36,17,70,96,17,26,77
2024-08-25,540,212,557,626,2,1,328,0.9694793536804309,605.3333333333334,1080,79,96,71,77,16,32,5,40,88
2024-08-25,293,987,188,655,1,1,-694,1.5585106382978724,502.0,293,84,79,26,21,58,6,91,27,21
2024-08-25,946,221,759,500,1,0,725,1.2463768115942029,593.0,946,65,61,46,63,2,21,6,15,51
2024-08-25,814,643,194,780,2,1,171,4.195876288659794,684.3333333333334,1628,9,92,98,20,28,4,11,34,49
2024-08-25,491,321,551,409,2,1,170,0.8911070780399274,750.3333333333334,982,15,86,5,0,21,14,40,35,46
2024-08-25,125,730,527,594,0,0,-605,0.23719165085388993,476.6666666666667,0,36,23,59,14,37,20,62,55,22
2024-08-25,534,138,250,655,2,0,396,2.136,383.3333333333333,1068,78,97,44,35,53,88,97,98,95
2024-08-25,272,596,613,709,0,0,-324,0.4437194127243067,310.3333333333333,0,76,6,43,46,92,16,24,18,89
2024-08-25,399,879,475,872,1,0,-480,0.84,401.6666666666667,399,76,37,82,53,49,55,80,56,90
2024-08-25,744,332,121,208,2,1,412,6.148760330578512,471.6666666666667,1488,31,36,17,85,68,49,52,84,75
2024-08-25,425,629,982,894,2,1,-204,0.43279022403258655,522.6666666666666,850,46,67,64,31,29,6,32,32,82
2024-08-25,509,248,412,471,2,0,261,1.2354368932038835,559.3333333333334,1018,71,97,24,57,22,49,86,22,18
2024-08-25,217,496,939,954,1,0,-279,0.23109691160809373,383.6666666666667,217,42,41,26,45,84,59,72,62,51
2024-08-25,935,760,618,715,0,1,175,1.5129449838187703,553.6666666666666,0,81,85,6,53,89,82,5,69,33
2024-08-25,886,737,305,867,1,0,149,2.904918032786885,679.3333333333334,886,35,4,43,32,46,6,61,95,95
2024-08-26,823,401,474,990,1,0,422,1.7362869198312236,881.3333333333334,823,25,63,28,38,20,39,65,21,28
2024-08-26,324,459,550,305,2,0,-135,0.5890909090909091,677.6666666666666,648,9,49,94,22,19,44,8,66,60
2024-08-26,631,337,725,946,0,0,294,0.8703448275862069,592.6666666666666,0,30,86,43,42,22,58,66,98,84
2024-08-26,212,746,883,142,1,1,-534,0.24009060022650056,389.0,212,96,14,35,54,67,87,15,79,34
2024-08-26,239,762,694,964,2,0,-523,0.34438040345821325,360.6666666666667,478,28,94,18,1,20,74,88,58,4
2024-08-26,658,335,278,344,1,1,323,2.366906474820144,369.6666666666667,658,4,72,5,65,20,54,87,24,75
2024-08-26,100,835,309,386,1,0,-735,0.32362459546925565,332.3333333333333,100,76,52,24,37,0,63,92,16,6
2024-08-26,189,302,599,454,2,0,-113,0.31552587646076796,315.6666666666667,378,0,24,30,28,14,64,54,38,40
