date,lux1,lux2,lux3,lux4,weather_condition,season,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-08-04,832,869,923,528,1,0,66,77,89,68,94,87,23,19,51
2024-08-04,334,419,707,957,0,1,29,97,29,30,17,27,32,38,47
2024-08-04,942,902,533,383,1,1,12,33,88,69,40,95,18,22,87
2024-08-04,757,362,430,963,1,0,18,24,44,90,18,81,1,40,46
2024-08-04,850,696,242,336,1,1,6,3,79,55,3,97,54,43,59
2024-08-04,687,757,899,293,0,0,8,63,38,88,64,97,10,34,72
2024-08-04,108,934,639,386,2,0,82,89,44,92,40,0,98,22,2
2024-08-04,173,653,377,870,2,1,53,15,77,27,14,42,16,57,8
2024-08-04,591,473,332,857,1,0,85,9,80,15,53,41,41,47,81
2024-08-04,352,736,628,235,0,0,81,65,11,53,63,94,60,86,99
2024-08-04,329,266,670,891,1,0,60,34,92,52,71,49,2,57,82
2024-08-04,618,852,189,882,2,1,86,82,31,11,14,59,85,56,23
2024-08-04,273,558,591,270,0,0,1,5,55,19,78,0,34,86,3
2024-08-04,752,379,298,258,2,1,49,18,23,81,49,50,84,38,8
2024-08-04,267,799,461,300,2,1,74,58,12,33,21,15,88,27,96
2024-08-04,269,401,540,586,0,1,30,52,19,52,17,38,65,63,0
2024-08-04,492,630,125,656,0,0,32,7,78,63,79,14,0,61,34
2024-08-04,894,679,124,875,1,0,77,77,55,22,1,32,6,82,73
2024-08-05,733,317,493,682,1,1,79,9,52,26,35,86,19,61,11
2024-08-05,293,201,606,603,2,1,10,66,67,16,19,52,42,93,17
2024-08-05,616,653,400,975,0,0,32,37,53,47,15,97,5,84,77
2024-08-05,128,387,438,470,0,1,6,28,33,20,66,16,54,87,9
2024-08-05,264,266,366,202,1,1,30,14,27,49,29,88,99,84,73
2024-08-05,521,720,560,224,2,0,47,86,49,39,54,5,20,25,17
2024-08-05,438,135,792,412,2,1,46,22,1,94,65,30,50,50,23
2024-08-05,747,843,555,897,1,0,77,81,93,2,98,68,45,49,0
2024-08-05,595,840,459,557,0,0,91,45,25,16,25,39,34,35,93
2024-08-05,464,452,167,329,1,1,52,82,50,60,56,29,99,25,78
2024-08-05,932,775,962,757,1,0,79,27,46,49,68,68,7,32,71
2024-08-05,441,998,511,981,1,0,18,25,25,89,1,75,67,99,98
2024-08-05,599,172,590,296,1,0,80,9,83,86,55,6,15,67,81
2024-08-05,756,747,932,984,0,1,89,46,91,5,83,12,66,72,15
2024-08-05,610,452,148,832,1,1,5,3,83,27,61,3,70,7,84
2024-08-05,426,990,786,522,0,1,48,54,74,71,33,49,63,65,14
2024-08-05,316,169,663,671,1,0,72,65,73,54,97,2,1,92,61
2024-08-05,400,524,201,709,2,0,49,66,60,57,55,11,0,22,4
2024-08-05,231,807,315,270,0,1,80,6,22,44,54,64,57,69,44
2024-08-05,903,880,537,481,2,1,94,54,36,71,19,26,0,54,51
2024-08-05,169,660,799,272,1,0,11,79,40,18,49,49,6,42,70
2024-08-05,351,927,668,762,1,1,22,30,51,28,24,76,87,99,6
2024-08-06,514,741,658,552,1,1,53,73,82,22,83,16,68,20,26
2024-08-06,886,616,258,449,0,1,68,18,81,31,24,71,84,21,88
2024-08-06,544,527,588,733,2,1,99,27,48,9,52,31,91,8,85
2024-08-06,975,638,785,593,0,1,58,80,26,90,13,83,17,33,12
2024-08-06,281,259,341,719,0,0,35,27,5,48,59,50,87,58,16
2024-08-06,266,248,893,103,1,1,2,18,73,64,42,16,31,25,43
2024-08-06,190,875,852,192,2,1,57,86,65,28,61,33,44,0,12
2024-08-06,813,329,981,105,1,0,87,19,23,58,75,34,32,99,89
2024-08-06,957,811,104,387,0,0,54,12,37,44,68,98,73,4,72
2024-08-06,630,661,695,717,1,0,56,76,27,66,62,23,72,40,4
2024-08-06,138,166,919,245,2,0,16,42,27,50,1,53,48,62,32
2024-08-06,225,911,460,882,1,1,38,10,65,94,53,17,32,21,3
2024-08-06,550,480,558,523,2,1,89,47,60,10,15,49,96,67,91
2024-08-06,272,157,347,989,2,1,67,14,45,85,54,45,70,47,25
2024-08-06,752,358,665,707,1,1,54,16,68,81,93,47,67,65,67
2024-08-06,853,441,772,556,0,0,44,53,74,98,42,32,27,15,15
2024-08-06,319,937,521,840,1,0,75,49,73,5,60,86,86,79,21
2024-08-06,737,229,837,301,0,1,0,27,42,66,37,88,52,52,35
2024-08-06,157,826,114,311,0,1,20,82,58,61,44,26,95,85,57
2024-08-06,759,271,835,105,1,1,82,3,1,4,50,0,43,64,54
2024-08-06,575,869,672,723,0,1,20,21,14,8,41,84,79,78,34
2024-08-06,555,713,221,475,0,0,51,85,36,27,23,58,54,63,24
2024-08-07,928,308,376,990,1,1,81,38,70,82,29,9,9,87,71
2024-08-07,994,902,657,546,1,0,42,33,19,91,36,94,13,67,80
2024-08-07,460,453,552,934,1,0,51,96,97,90,52,24,35,62,60
2024-08-07,100,570,489,205,0,0,66,43,34,76,62,83,33,61,17
2024-08-07,486,897,393,750,2,0,43,41,33,37,10,56,87,81,57
2024-08-07,447,215,673,910,0,1,31,39,85,42,77,65,17,80,75
2024-08-07,289,363,697,500,2,1,9,96,30,20,22,14,15,70,56
2024-08-07,604,761,545,195,1,1,63,11,86,90,79,27,36,44,96
2024-08-07,290,911,309,487,2,1,78,1,18,61,49,12,40,51,86
2024-08-07,607,541,689,551,1,0,68,27,67,45,84,13,24,73,62
2024-08-07,468,647,813,948,1,0,67,73,23,69,54,65,7,64,11
2024-08-07,508,552,401,908,2,0,27,85,83,37,54,33,87,1,10
2024-08-07,923,944,322,515,1,1,52,80,38,48,3,98,83,48,12
2024-08-07,216,576,833,825,2,0,50,89,91,74,96,24,93,21,34
2024-08-07,233,386,102,603,1,0,52,66,53,80,53,53,83,95,26
2024-08-07,157,402,617,553,0,0,3,70,38,38,60,78,17,28,88
2024-08-07,655,410,192,390,0,0,78,71,16,70,77,11,67,34,66
2024-08-07,784,307,619,633,1,1,16,83,18,29,82,8,47,80,88
2024-08-07,771,717,527,292,1,0,66,75,47,20,4,30,99,75,44
2024-08-07,272,545,592,249,2,0,73,98,34,0,99,77,69,23,73
2024-08-07,928,769,334,979,0,1,46,80,31,88,94,92,66,93,80
2024-08-07,914,732,719,858,2,1,55,91,46,31,17,52,17,29,66
2024-08-08,248,154,260,878,1,1,22,9,46,7,43,42,17,83,21
2024-08-08,179,111,820,862,1,0,17,85,63,68,30,37,55,41,77
2024-08-08,985,756,851,614,2,0,0,56,45,29,93,41,22,70,90
2024-08-08,312,499,430,492,1,0,34,96,34,7,20,71,34,49,41
2024-08-08,302,747,432,415,0,0,63,85,93,18,46,47,5,70,19
2024-08-08,863,614,149,175,2,1,57,36,16,58,29,66,25,59,47
2024-08-08,328,755,622,698,0,0,94,76,41,54,54,65,84,29,17
2024-08-08,775,641,962,369,0,0,58,90,28,29,67,15,60,11,76
2024-08-08,326,336,767,324,0,1,0,63,69,78,68,82,87,48,69
2024-08-08,758,378,591,629,2,1,2,78,16,35,40,93,14,94,73
2024-08-08,631,447,681,212,1,1,66,85,80,54,44,15,90,81,92
2024-08-08,540,726,780,350,0,0,36,93,13,43,73,30,31,45,5
2024-08-08,501,203,371,332,0,0,82,39,23,26,90,57,11,42,38
2024-08-08,146,729,679,940,0,0,28,97,56,76,79,27,4,1,10
2024-08-08,332,616,966,890,1,0,88,59,49,77,29,3,63,96,24
2024-08-08,404,971,351,813,1,0,32,97,56,53,76,9,70,74,93
2024-08-08,625,347,659,182,2,1,99,47,60,47,99,50,85,97,54
2024-08-08,242,463,795,224,1,1,60,98,38,29,84,17,26,79,83
2024-08-08,514,420,931,274,2,0,92,18,54,38,44,46,78,53,57
2024-08-08,612,732,798,168,2,0,89,71,95,12,44,31,44,34,36
2024-08-08,472,385,189,146,2,0,3,32,35,15,78,29,34,51,15
2024-08-08,665,248,545,983,2,0,13,43,36,43,83,35,25,32,94
2024-08-09,985,183,431,355,2,0,90,91,13,70,83,8,22,84,92
2024-08-09,358,505,238,826,0,1,32,36,26,26,44,35,12,83,69
2024-08-09,755,555,456,129,1,1,21,88,82,44,54,28,89,71,92
2024-08-09,570,842,700,380,0,1,47,35,30,34,58,15,2,50,95
2024-08-09,111,899,373,336,2,0,2,80,72,78,4,91,28,25,72
2024-08-09,429,260,118,347,1,0,86,87,80,27,31,20,65,96,36
2024-08-09,835,883,410,467,0,1,84,20,82,98,5,63,63,61,52
2024-08-09,883,559,969,594,0,1,22,1,43,6,93,65,27,60,86
2024-08-09,457,649,985,124,2,0,67,30,67,61,25,58,86,25,15
2024-08-09,507,599,253,685,0,1,20,96,47,50,36,98,35,36,17
2024-08-09,767,837,489,817,0,1,42,29,56,45,12,27,5,29,18
2024-08-09,472,608,359,589,0,0,94,75,74,19,92,54,10,94,43
2024-08-09,107,753,719,593,0,1,84,43,21,95,68,99,37,96,1
2024-08-09,221,903,982,413,0,1,25,11,3,37,24,30,33,10,57
2024-08-09,447,580,896,705,2,1,40,50,80,60,12,32,80,52,9
2024-08-09,775,762,670,474,2,0,98,48,71,31,87,86,66,40,75
2024-08-09,189,213,224,738,0,1,37,23,45,25,94,59,45,4,45
2024-08-09,747,848,453,124,2,1,87,23,58,57,19,40,97,65,81
2024-08-09,797,677,372,433,2,1,10,59,33,38,71,80,85,12,18
2024-08-09,415,460,718,454,1,0,28,10,10,19,59,45,28,62,37
2024-08-09,277,440,910,215,0,0,59,12,30,81,72,48,59,81,36
2024-08-09,639,869,344,147,2,1,66,90,10,49,20,64,53,89,90
2024-08-10,831,860,947,837,2,0,64,71,55,78,60,41,92,24,77
2024-08-10,968,548,549,877,0,1,60,73,37,51,83,22,68,43,44
2024-08-10,140,942,346,198,1,0,18,71,20,85,78,26,73,13,33
2024-08-10,839,934,619,558,0,0,45,63,93,21,25,88,73,68,1
2024-08-10,803,279,240,622,1,1,48,19,9,52,53,31,8,58,43
2024-08-10,601,801,461,696,0,1,21,71,25,84,41,82,84,55,96
2024-08-10,244,506,107,504,0,1,77,72,90,65,10,87,76,51,82
2024-08-10,300,765,577,313,0,0,56,70,7,42,36,2,9,65,26
2024-08-10,823,295,451,784,0,1,13,77,7,81,10,59,74,67,47
2024-08-10,560,565,594,602,1,0,43,27,59,22,26,75,67,11,93
2024-08-10,831,410,705,820,1,0,15,1,71,76,93,98,57,74,6
2024-08-10,851,361,932,547,2,1,96,42,33,63,82,78,94,67,26
2024-08-10,657,518,526,993,0,0,76,7,15,8,33,16,51,42,84
2024-08-10,646,505,138,675,1,1,11,12,12,6,37,31,33,72,70
2024-08-10,352,242,692,357,1,0,54,84,86,40,60,6,34,73,88
2024-08-10,489,441,286,943,1,1,50,91,75,53,86,82,32,90,17
2024-08-10,693,415,695,220,0,0,38,34,90,64,52,70,71,5,32
2024-08-10,982,200,699,909,2,0,32,22,21,1,64,68,31,14,32
2024-08-10,355,343,853,153,1,1,32,45,95,3,2,57,54,41,95
2024-08-10,808,589,953,430,0,0,28,14,26,77,66,39,96,30,24
2024-08-10,914,111,192,883,1,1,68,1,63,31,27,84,7,85,13
2024-08-10,549,338,185,340,1,0,69,60,1,99,13,47,45,52,37
2024-08-11,109,660,143,854,2,0,30,75,96,1,51,50,13,5,37
2024-08-11,923,141,236,629,1,0,79,63,25,63,29,56,97,32,3
2024-08-11,897,777,520,582,1,1,30,51,91,13,57,70,7,28,61
2024-08-11,341,693,173,286,0,1,88,35,82,19,53,36,70,20,81
2024-08-11,350,528,647,957,0,1,45,66,68,88,68,86,76,53,9
2024-08-11,976,902,712,755,2,1,96,68,96,48,14,74,53,55,34
2024-08-11,104,257,611,361,0,1,76,66,83,7,37,73,20,93,98
2024-08-11,218,315,255,463,0,0,51,46,29,91,77,84,95,20,22
2024-08-11,900,769,354,590,2,0,9,82,7,62,13,54,74,99,88
2024-08-11,473,561,270,530,1,1,87,1,37,45,56,40,13,54,64
2024-08-11,164,233,827,338,2,0,73,43,60,20,58,96,74,57,81
2024-08-11,245,166,269,403,0,0,40,63,80,86,7,19,1,63,78
2024-08-11,323,947,863,397,2,0,94,80,64,31,71,32,97,85,24
2024-08-11,338,106,971,175,1,0,76,77,66,7,18,39,60,45,95
2024-08-11,276,625,421,799,2,1,2,27,45,94,31,98,16,83,52
2024-08-11,878,172,666,432,0,0,58,90,89,15,94,33,77,21,83
2024-08-11,952,498,555,999,0,1,51,53,94,39,28,61,88,59,16
2024-08-11,381,504,702,857,2,1,33,73,71,26,40,99,47,10,56
2024-08-11,162,774,889,741,1,0,48,66,42,17,74,90,90,46,74
2024-08-11,316,677,712,573,2,1,27,35,58,34,44,18,7,30,76
2024-08-11,953,958,254,926,1,0,82,62,45,51,12,42,55,76,88
2024-08-11,926,229,988,382,1,0,86,24,71,14,26,68,16,17,19
2024-08-12,894,565,448,690,2,0,95,85,34,62,18,62,68,21,24
2024-08-12,788,305,550,171,1,1,12,47,38,52,25,92,11,55,41
2024-08-12,560,887,975,362,0,1,96,38,91,90,52,9,37,16,44
2024-08-12,709,867,752,802,2,1,97,46,50,80,50,12,17,37,30
2024-08-12,204,365,272,978,1,0,96,93,3,65,36,92,25,24,64
2024-08-12,198,636,109,986,0,0,68,20,79,30,8,4,94,31,51
2024-08-12,610,892,839,674,2,0,66,29,76,60,91,57,36,14,79
2024-08-12,484,352,364,991,0,1,60,91,83,63,95,58,69,12,91
2024-08-12,504,921,537,111,0,0,59,30,50,97,51,75,40,57,20
2024-08-12,922,388,859,240,0,0,70,25,4,33,53,58,78,89,29
2024-08-12,617,263,346,865,1,1,23,21,54,54,2,76,41,49,2
2024-08-12,575,194,766,654,2,1,62,20,19,58,95,85,89,10,97
2024-08-12,808,881,645,116,2,1,85,0,23,2,68,14,75,12,69
2024-08-12,962,932,598,162,1,0,60,36,35,16,7,76,40,96,42
2024-08-12,744,209,228,352,2,0,22,76,33,77,13,0,46,49,28
2024-08-12,969,435,771,564,0,0,29,84,53,77,2,37,13,37,2
2024-08-12,870,921,700,475,2,1,59,45,33,45,23,52,0,0,57
2024-08-12,536,337,704,903,1,1,17,8,82,37,12,51,16,38,32
2024-08-12,122,480,426,619,0,1,95,16,16,34,42,0,96,26,74
2024-08-12,664,535,852,936,1,1,55,46,4,0,28,10,54,35,44
2024-08-12,776,998,934,189,0,0,52,84,88,28,71,57,92,31,68
2024-08-12,813,582,503,819,0,0,6,94,17,3,50,39,52,40,31
2024-08-13,557,124,728,903,2,0,96,58,54,60,41,85,30,14,81
2024-08-13,182,752,705,895,0,0,68,53,52,96,30,98,61,30,83
2024-08-13,244,216,774,729,1,0,91,85,49,16,62,59,7,5,51
2024-08-13,184,581,710,960,2,0,71,11,71,27,25,43,29,88,63
2024-08-13,177,491,724,274,1,0,78,63,90,49,17,5,76,51,39
2024-08-13,556,636,458,175,0,0,51,5,78,89,81,27,79,81,91
2024-08-13,977,178,702,712,1,1,3,52,44,7,56,30,65,21,12
2024-08-13,100,679,957,762,1,1,33,15,12,33,6,7,44,30,89
2024-08-13,150,272,817,499,0,0,68,89,15,58,47,4,17,99,79
2024-08-13,784,111,116,881,2,1,32,4,85,17,79,53,98,72,88
2024-08-13,816,899,373,170,1,0,68,72,83,94,59,16,44,45,73
2024-08-13,871,227,784,279,0,0,37,45,12,58,32,37,18,66,28
2024-08-13,545,707,215,223,2,1,97,13,19,26,2,8,76,96,62
2024-08-13,548,191,960,480,2,0,25,43,65,15,3,73,67,90,83
2024-08-13,980,752,792,392,2,0,0,62,98,9,99,83,82,42,25
2024-08-13,587,642,190,896,1,0,3,93,46,75,3,77,49,0,95
2024-08-13,899,945,181,294,1,0,38,51,18,21,41,13,24,43,58
2024-08-13,133,631,423,327,1,0,53,25,44,15,8,25,37,56,48
2024-08-13,447,757,213,530,2,0,89,52,36,11,50,92,94,8,52
2024-08-13,194,927,868,535,1,0,32,28,53,74,16,61,35,4,87
2024-08-13,171,546,157,886,0,1,32,18,5,83,16,90,67,78,30
2024-08-13,650,489,253,560,1,1,71,46,13,50,96,24,55,8,11
2024-08-14,253,771,976,717,1,0,19,7,3,0,19,79,38,44,57
2024-08-14,349,960,503,120,2,1,15,22,85,26,13,35,62,91,35
2024-08-14,773,142,727,163,1,0,20,34,54,66,21,97,6,76,9
2024-08-14,537,353,954,264,0,0,44,94,99,11,51,79,57,23,5
2024-08-14,217,229,365,126,2,0,89,52,33,29,26,32,79,73,6
2024-08-14,870,159,414,410,0,0,86,98,26,8,42,2,58,41,30
2024-08-14,990,762,814,384,2,1,81,95,6,52,2,86,47,21,90
2024-08-14,405,566,140,759,2,1,61,57,2,60,87,10,4,59,71
2024-08-14,367,386,204,380,1,1,30,4,46,53,93,57,86,85,2
2024-08-14,153,616,989,937,0,1,41,15,96,36,7,63,35,36,46
2024-08-14,335,566,292,930,2,0,11,16,1,64,85,17,95,38,84
2024-08-14,488,877,500,263,1,1,64,31,79,41,88,46,87,83,0
2024-08-14,833,444,377,997,2,0,72,95,24,48,9,43,24,73,44
2024-08-14,862,741,453,323,2,0,2,51,59,3,28,92,44,73,53
2024-08-14,924,481,848,883,2,1,89,19,78,63,39,58,91,89,49
2024-08-14,500,878,832,245,2,0,8,65,23,78,64,49,18,88,78
2024-08-14,723,789,679,967,2,1,50,83,14,50,20,68,6,52,6
2024-08-14,866,352,808,129,2,1,15,81,94,90,23,87,57,27,62
2024-08-14,402,155,355,144,1,1,87,0,13,71,72,28,80,76,14
2024-08-14,306,562,750,886,2,1,77,57,53,59,59,92,65,14,88
2024-08-14,328,556,923,570,0,1,2,92,77,86,25,89,79,59,66
2024-08-14,952,182,760,133,1,0,97,92,5,78,8,66,38,59,29
2024-08-15,677,198,198,752,0,1,96,82,77,90,19,1,17,5,77
2024-08-15,174,248,687,526,2,1,23,43,80,30,55,24,0,51,67
2024-08-15,534,428,381,929,0,0,72,5,17,71,98,18,62,11,35
2024-08-15,202,255,982,985,2,1,12,49,19,93,35,39,2,18,66
2024-08-15,521,289,502,320,2,1,1,71,61,57,35,1,20,95,4
2024-08-15,803,593,208,967,1,0,70,87,80,81,72,82,29,74,24
2024-08-15,863,982,799,633,1,0,20,19,79,3,21,64,10,96,94
2024-08-15,837,362,298,791,2,1,18,13,39,21,0,61,21,1,10
2024-08-15,905,179,402,466,1,0,88,4,38,2,68,90,56,54,71
2024-08-15,405,499,426,940,0,1,46,40,51,78,72,53,88,14,89
2024-08-15,197,863,253,842,1,0,21,39,31,98,36,44,2,63,65
2024-08-15,949,708,651,649,1,1,74,33,72,46,82,48,29,99,27
2024-08-15,897,359,744,681,0,1,32,79,26,37,71,98,87,68,59
2024-08-15,434,871,504,215,1,1,31,44,51,32,95,68,44,14,9
2024-08-15,958,714,561,338,2,0,63,70,96,77,12,37,35,42,49
2024-08-15,534,651,231,434,0,1,84,79,62,47,83,3,86,73,38
2024-08-15,546,884,890,540,2,0,38,70,73,64,99,16,71,16,36
2024-08-15,407,200,973,247,0,1,83,26,62,25,42,52,63,97,62
2024-08-15,348,458,183,108,2,1,71,77,16,7,36,84,53,23,60
2024-08-15,265,479,498,387,2,1,41,77,48,49,93,52,67,73,84
2024-08-15,580,919,853,487,1,1,8,43,99,79,73,30,49,29,91
2024-08-15,434,320,727,149,2,1,24,32,80,37,94,21,30,66,37
2024-08-16,641,919,208,949,1,0,88,32,81,9,24,10,28,50,32
2024-08-16,858,519,320,616,0,0,96,43,22,41,92,33,58,59,74
2024-08-16,205,223,652,954,2,0,1,19,97,36,87,14,35,2,44
2024-08-16,662,521,467,737,2,1,18,35,71,25,20,9,76,4,43
2024-08-16,180,330,246,686,0,1,19,6,12,91,40,95,72,27,0
2024-08-16,232,789,211,776,0,0,92,31,22,11,72,52,84,77,52
2024-08-16,896,162,714,377,2,1,69,66,56,83,41,47,66,10,46
2024-08-16,999,584,657,935,0,1,16,38,61,48,41,30,88,71,32
2024-08-16,237,727,593,399,1,1,88,92,53,13,1,36,88,71,66
2024-08-16,283,802,604,901,0,0,67,23,19,45,67,27,75,75,89
2024-08-16,500,673,574,688,0,0,93,85,85,34,7,30,92,14,14
2024-08-16,429,867,935,909,2,0,83,69,51,28,95,69,10,82,13
2024-08-16,884,582,989,748,1,0,2,87,22,11,60,13,10,47,22
2024-08-16,607,618,370,717,0,0,86,86,34,81,13,86,25,45,53
2024-08-16,951,254,520,706,1,1,50,53,66,43,76,15,52,27,7
2024-08-16,168,191,996,234,1,1,81,37,33,65,20,24,13,6,53
2024-08-16,645,625,806,679,1,1,25,73,32,1,23,38,63,70,35
2024-08-16,873,554,466,246,2,1,55,79,45,58,49,65,79,93,83
2024-08-16,152,840,379,589,0,0,99,74,80,16,81,37,9,81,51
2024-08-16,549,697,382,577,2,0,63,31,44,9,44,40,30,87,5
2024-08-16,304,744,139,258,0,1,7,44,18,17,63,97,94,5,96
2024-08-16,225,609,288,483,0,0,80,60,93,21,63,39,35,57,27
2024-08-17,846,282,263,262,2,1,94,69,86,82,25,63,9,67,49
2024-08-17,142,485,635,540,1,1,36,87,14,57,31,88,25,54,37
2024-08-17,851,673,635,952,1,1,96,96,77,52,56,99,19,66,29
2024-08-17,982,830,103,288,0,1,26,52,65,0,52,15,43,48,80
2024-08-17,210,504,934,514,2,0,44,50,38,87,32,81,61,50,72
2024-08-17,860,345,389,438,1,1,3,75,17,60,51,76,72,58,91
2024-08-17,762,841,532,706,1,0,85,55,69,99,94,58,78,5,53
2024-08-17,282,690,570,280,0,1,89,26,58,88,17,90,8,89,70
2024-08-17,947,760,280,387,0,1,95,37,31,99,34,97,70,50,45
2024-08-17,194,749,347,933,2,1,87,61,20,30,11,10,89,37,27
2024-08-17,473,570,727,286,0,1,98,17,39,30,50,0,23,10,16
2024-08-17,619,925,378,983,1,0,36,63,91,65,88,12,11,51,47
2024-08-17,999,987,976,237,1,1,95,76,26,18,94,29,59,92,43
2024-08-17,459,522,680,229,1,0,70,29,1,52,9,68,83,19,59
2024-08-17,999,164,962,293,1,1,32,48,96,75,51,17,77,9,59
2024-08-17,795,112,353,415,2,1,30,40,79,73,33,77,85,25,4
2024-08-17,380,312,280,884,2,1,54,12,38,94,66,12,15,47,68
2024-08-17,294,341,929,963,0,0,11,33,85,21,38,31,28,90,77
2024-08-17,963,592,780,243,0,1,10,99,55,22,7,70,31,13,69
2024-08-17,294,312,924,115,0,1,87,93,12,86,95,71,82,99,6
2024-08-17,766,792,608,401,2,1,71,24,55,14,28,49,34,58,52
2024-08-17,192,437,860,522,1,1,31,65,65,25,21,70,42,11,16
2024-08-18,771,272,799,344,0,1,56,99,77,2,83,79,95,22,58
2024-08-18,160,771,665,206,1,0,37,17,55,86,69,30,52,84,8
2024-08-18,733,263,425,187,0,0,59,4,27,19,60,50,19,71,94
2024-08-18,150,564,456,228,0,1,85,18,63,39,42,26,83,38,21
2024-08-18,502,596,924,986,0,1,97,41,70,38,48,59,7,8,44
2024-08-18,888,799,749,440,0,0,18,17,81,71,28,32,98,87,72
2024-08-18,104,494,779,103,0,1,83,31,63,17,80,52,41,94,58
2024-08-18,565,802,490,426,1,0,55,20,55,40,30,92,76,24,79
2024-08-18,703,407,714,509,0,1,13,9,40,69,52,71,69,16,99
2024-08-18,781,867,184,978,1,1,32,36,99,26,33,32,15,41,97
2024-08-18,928,282,416,405,2,0,9,48,40,99,37,40,68,28,12
2024-08-18,633,728,311,706,0,1,79,85,99,14,56,18,52,59,82
2024-08-18,504,893,614,820,1,0,63,12,3,36,3,84,44,66,11
2024-08-18,937,609,483,324,2,0,63,54,56,57,1,40,50,84,35
2024-08-18,612,807,790,447,2,0,61,16,29,4,11,84,97,56,9
2024-08-18,744,645,441,420,2,1,67,8,87,72,34,88,5,71,15
2024-08-18,332,663,914,658,1,0,90,87,83,6,69,41,32,13,91
2024-08-18,623,723,943,280,0,0,91,43,45,40,71,22,78,38,18
2024-08-18,445,863,137,717,0,1,42,77,55,83,20,74,14,15,5
2024-08-18,145,693,610,810,1,1,79,45,30,9,60,32,13,17,3
2024-08-18,645,843,519,485,0,1,58,7,87,61,34,19,38,94,29
2024-08-18,177,326,850,717,1,1,51,36,6,25,47,24,62,74,94
2024-08-19,829,844,268,891,0,1,96,18,89,67,14,89,4,19,45
2024-08-19,912,832,442,871,2,1,18,62,76,23,70,51,89,45,26
2024-08-19,172,535,925,207,0,0,20,91,53,77,14,11,80,44,44
2024-08-19,893,521,405,630,1,1,21,45,7,40,5,31,51,3,84
2024-08-19,348,653,641,509,1,0,8,93,54,64,80,32,15,83,36
2024-08-19,146,120,801,395,2,1,8,70,68,16,67,73,98,94,8
2024-08-19,220,653,968,917,1,0,72,25,43,23,21,67,37,19,60
2024-08-19,313,496,636,270,0,0,26,45,12,26,31,14,52,10,34
2024-08-19,338,724,211,430,0,1,16,45,92,6,21,50,86,64,46
2024-08-19,155,204,510,592,2,1,43,74,19,72,26,5,76,17,20
2024-08-19,449,291,305,294,1,0,44,13,77,98,14,90,96,38,16
2024-08-19,206,116,284,111,2,1,7,84,31,11,43,68,92,43,54
2024-08-19,930,219,481,294,0,1,79,62,59,84,85,68,52,96,87
2024-08-19,147,492,595,589,2,0,17,71,49,2,91,81,45,99,94
2024-08-19,672,524,478,894,1,0,32,2,26,78,8,91,97,17,5
2024-08-19,436,228,146,980,2,0,0,27,24,84,33,34,97,46,34
2024-08-19,125,229,985,281,1,1,75,28,51,9,99,85,90,30,49
2024-08-19,903,671,839,916,1,1,5,86,67,32,72,33,14,98,36
2024-08-19,356,659,650,755,0,1,40,17,20,45,14,62,58,38,12
2024-08-19,107,128,627,997,0,1,54,34,17,58,61,67,49,37,24
2024-08-19,724,196,603,415,0,0,4,76,38,51,44,17,8,78,95
2024-08-19,966,109,121,793,1,1,58,75,14,5,83,25,25,46,0
2024-08-20,352,341,312,129,2,0,79,46,52,1,71,85,2,69,48
2024-08-20,791,925,409,695,1,1,17,4,37,28,57,96,99,7,34
2024-08-20,818,331,760,777,0,1,48,74,47,39,91,60,46,85,82
2024-08-20,402,888,852,895,0,0,81,58,51,96,18,77,4,64,52
2024-08-20,738,383,371,892,2,1,64,74,87,60,15,94,61,12,51
2024-08-20,155,814,670,195,0,1,82,58,71,67,74,73,83,54,53
2024-08-20,825,858,898,480,0,0,53,46,27,67,7,87,83,87,75
2024-08-20,625,901,301,877,0,1,60,94,84,28,32,84,4,84,46
2024-08-20,573,875,131,543,2,0,7,94,15,61,73,47,9,42,42
2024-08-20,127,825,542,397,1,0,2,12,15,59,17,71,79,3,19
2024-08-20,177,299,261,907,0,0,24,77,34,83,34,95,62,70,32
2024-08-20,315,178,866,836,2,0,68,88,16,40,42,30,24,59,92
2024-08-20,485,954,353,944,0,1,54,32,72,86,49,33,43,11,15
2024-08-20,464,955,620,460,2,1,39,96,98,81,2,86,24,58,77
2024-08-20,765,272,750,473,0,1,82,61,51,88,90,88,29,76,6
2024-08-20,625,566,579,653,2,0,81,78,92,64,58,6,13,53,69
2024-08-20,798,680,109,402,0,1,49,15,81,63,27,82,85,43,20
2024-08-20,411,515,825,520,1,1,94,43,11,78,45,6,42,15,35
2024-08-20,982,548,604,345,0,1,32,57,82,62,63,46,27,5,85
2024-08-20,106,186,884,819,2,1,17,5,47,97,69,7,93,13,53
2024-08-20,102,200,935,336,0,0,56,88,21,47,46,77,18,57,18
2024-08-20,722,107,659,633,1,0,15,14,48,19,13,0,41,30,24
2024-08-21,849,944,535,284,0,1,79,3,51,36,6,76,19,99,66
2024-08-21,462,299,210,567,2,0,37,55,78,63,73,2,98,40,99
2024-08-21,850,604,252,853,2,1,40,63,0,90,78,52,85,34,52
2024-08-21,607,186,734,462,1,1,6,67,65,85,30,91,78,9,97
2024-08-21,373,142,968,382,2,1,77,93,63,4,92,37,10,80,74
2024-08-21,605,484,201,652,0,0,52,33,7,33,80,50,53,29,47
